DAYID,CONTRACT,DATASOURCE,CHANNEL_NAME,CO_CODE,CATEGORY,CUSTOMER,PRODUCT_CODE,CURRENCY,CLOSE_BAL,CLOSE_BAL_LCY,AGG_BAL_MTD,AGG_BAL_MTD_LCY,AGG_BAL_YTD,AGG_BAL_YTD_LCY,AGG_BAL,TOT_INTEREST_AMT,REVAL_RATE,INTEREST_RATE,ACCR_INT,ACCR_REMAIN,REMAIN_TERM,WORKING_BALANCE,DATE_LAST_CR_CUST,DATE_LAST_DR_CUST,DATE_LAST_CR_BANK,DATE_LAST_DR_BANK,DATE_LAST_CR_AUTO,DATE_LAST_DR_AUTO,LIMIT_ID,LINE_NO,CAMPAIGN_ID,SETLEMENT_AC,CLOSE_REASON,TERM,TERM_SBV,ROLLOVER_TERM,ORIG_INTEREST_RATE,OFFER_RATE,FIRST_INTEREST,FIRST_BALANCE,AGG_BAL_INTEREST,INTEREST_BAL,SEAB_SALES_TYPE,SEAB_SALES_ID,SEAB_BROKERS_TYPE,SEAB_BROKERS_ID,TOTAL_LOCKED_AMT,SEAB_LOS_ID,AC_TRANS_LIMIT_SK,CUSTOMER_SK,CATEGORY_SK,PRODUCTS_SK,COMPANY_SK,CURRENCY_SK,CHANNEL_SK,CONTRACT_SK,ONLINE_ACTUAL_BAL,SUB_CHANNEL_ID,FREQUENCY_DATE,FAVORITE_TERM,OPEN_ACTUAL_BAL,ONLINE_CLEARED_BAL
2025-03-25,16354689189,AZ,BRANCH,VN0010470,18413,17785549,2141,VND,191307900160.64,892800825226,12071511969112,45.21,21062083432166.69,35464102239032.55,345964914733247,1426560052,96.91,97.54,52413069138.19,56870145201,D16,698120319137.16,2021-08-20,2021-05-14,,,2024-05-03,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,,9.52,78.59,8.71,1282184617098,335772901302380.25,71122504.0,TELLER,9565769.0,NHANVIEN,12475170.0,236181810881.0,,2.0,9244177,2928,6787653,884689,29289,82.0,26788,485707570523,,,,260815792411.46,833719653835
2025-03-25,078677134818,AZ,BRANCH,VN0010111,18415,22114074,2141,VND,870147869185.99,346854600126,2085516237687,57.7,50734901524134.75,51938234842446.95,217586966098107,1426560052,54.35,95.13,26393967252.29,50664190643,D16,53171685136.54,2021-04-19,,,,,,,3209.0,,,,M12,M18,,34.86,50.47,83.15,4795352359611,410310413303187.4,75347267.0,TELLER,,NHANVIEN,43660904.0,130381670179.0,,2.0,30114693,4590,6787653,5722863,40884,299.0,19330,271997201644,,,,528466979391.6,562624318211
2025-03-25,089269800913,SC,BRANCH,VN0010601,20030,69830729,2141,VND,395397699802.01,396907948728,21917287564405,89.25,4714994130042.4,43381576826554.64,299499466298555,1426560052,96.91,63.75,48629614200.28,29406021812,D16,135542682714.98,2023-03-04,,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,012M,18.55,78.59,83.15,8646314551140,212389218399295.03,3703572.0,TELLER,39621271.0,NHANVIEN,3624352.0,193454444766.0,,2.0,26667952,2928,6787653,2624553,29289,299.0,27120,296570747804,,,,35344140069.33,620903303347
2025-03-25,000023656122978,SC,BRANCH,VN0010601,17471,88779913,2141,VND,176257567366.28,177714544774,12567340010298,99.91,57711070175893.04,58662815913051.88,236824317329603,1032587654,96.91,39.71,43553365155.18,33685695669,M02,739903686058.83,2021-11-30,2019-07-02,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,,37.65,78.59,72.45,9637663134000,56675591788673.64,24019274.0,CRO.SME,31343886.0,NHANVIEN,9218084.0,109427757296.0,,2.0,20090712,2928,6787653,2624553,29289,116.0,24124,383384737215,,,,618901792829.09,189555108438
2025-03-25,00104808043,AZ,BRANCH,VN0010111,20311,75997164,2141,VND,423800159022.33,101544694181,8462777292082,43.56,50457342950464.45,35151082635847.88,406415118461123,1426560052,54.35,2.9,48629614200.28,3232938167,D16,334560625192.83,2024-09-25,2019-09-04,,,2024-04-14,,,3276.0,,,,M12,M18,,74.7,13.64,37.24,3975111906190,95823148264095.69,43534869.0,RM,18828109.0,NHANVIEN,47331089.0,58003646639.0,,2.0,19551154,6712,6787653,244388,40884,299.0,18674,200105956135,,,,270947946603.08,592628495407
2025-03-25,83609682457,AZ,BRANCH,VN0010111,6424,17785549,2141,VND,350398263074.55,331482745839,8481068929302,57.7,56664943026952.63,60582695877677.45,227308275588804,1426560052,96.91,49.13,31821694179.92,9849567929,M06,828215779847.17,2021-05-07,,,,2023-05-20,,,3297.0,SEAB.TG.TAILOC,,,M12,M18,,74.7,78.59,72.45,10267680399441,320449018148219.06,43534869.0,TELLER,27631576.0,NHANVIEN,47643592.0,220999892545.0,,2.0,12741426,4646,6787653,884689,40884,299.0,23399,413672213322,,,,360278808695.82,562624318211
2025-03-25,00095734164529,SC,BRANCH,VN0010111,19739,7717402,2141,VND,787063924753.42,580963360968,595998096103,17.28,31437955259905.39,12676092007439.2,154069447907526,1426560052,54.35,22.48,43228722818.08,43344167097,D16,534155724648.43,2022-06-15,,2019-02-17,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,,18.55,13.64,42.54,9115706909068,164002786117248.8,43534869.0,TELLER,31343886.0,NHANVIEN,35712304.0,58003646639.0,,2.0,23125340,5527,6787653,5722863,29289,495.0,19946,440864026108,,,,269750289935.03,842389673039
2025-03-25,000081039634511,SC,BRANCH,VN0010470,10885,71693817,2141,VND,406201825357.17,818974248888,21689193400943,26.65,53139154574151.84,67011497654433.55,32173300304073,1426560052,96.91,39.71,50911458917.46,47082714302,D16,790650141327.35,2021-11-30,,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,012M,37.65,50.47,8.71,3933697737497,481721888915186.94,43534869.0,CRO.SME,39621271.0,NHANVIEN,9474831.0,768411208.0,,2.0,21413806,2958,6787653,884689,29289,299.0,25430,432900544567,,,,35344140069.33,825875342703
2025-03-25,0022510033596,SC,BRANCH,VN0010470,8019,61920556,2141,VND,58624194604.23,826271253955,10971381930536,88.2,44026046964283.8,23419860001305.63,306017039344843,1032587654,96.91,97.54,35614939248.47,1648257728,M02,80952718973.48,2022-06-15,2024-04-16,,,,,,3297.0,,,,M12,M18,012M,35.94,1.24,8.27,7720550749218,273752511576536.9,75347267.0,CRO.SME,27631576.0,NHANVIEN,47643592.0,1351659998.0,,2.0,16567984,2928,6787653,5722863,40884,299.0,18957,581424275237,,,,304876330893.6,238505083409
2025-03-25,055173606641,SC,BRANCH,VN0010069,20620,43718607,2141,VND,58043321736.63,177714544774,2040647468792,38.79,10362789889685.9,48341591860425.02,417378859611853,1032587654,54.35,22.48,11711750165.16,16426049218,M06,486437144884.08,2021-05-07,,,,,,,3209.0,,,,M12,M18,0002M,80.72,76.7,83.15,3614163751153,253639241945143.38,3703572.0,TELLER,,NHANVIEN,21555636.0,109427757296.0,,2.0,14966287,6712,6787653,5722863,29289,116.0,14529,245198603209,,,,787843628111.76,881449819011
2025-03-25,000090467139070,SC,PHOIAO,VN0010470,18415,5027376,2141,VND,898197403201.61,101544694181,5937292585403,31.95,56462098255022.21,18261554449673.57,172168614517966,1032587654,96.91,22.48,31821694179.92,45057512646,D16,118330050374.76,2022-10-19,2018-11-27,,,,,,3276.0,,,,M12,M18,0024M,9.52,50.47,72.45,5316715665250,107515358831696.73,43534869.0,CRO.SME,40013622.0,NHANVIEN,33920126.0,230304036928.0,,2.0,26667952,377,6787653,244388,40884,617.0,20873,200105956135,,,,88185644299.07,773543816051
2025-03-25,00094187362772,SC,BRANCH,VN0010069,19739,61920556,2141,VND,347912296348.66,844819841461,12834520705452,42.67,42550760709245.61,69706202340135.38,218196911215822,1426560052,54.35,39.71,51649145516.81,30383139530,D16,820021426434.16,2022-07-09,,,,,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,0024M,45.14,13.64,35.68,3146777866291,490208375138450.44,19608691.0,TELLER,4974922.0,NHANVIEN,,58003646639.0,,2.0,9171042,3332,6787653,5722863,40884,116.0,27898,121554680892,,,,21377886854.64,592628495407
2025-03-25,000046934349074,SC,BRANCH,VN0010069,18415,80766916,2141,VND,792499436042.12,585595214880,12071511969112,75.58,906691429225.48,48341591860425.02,367970411759826,1426560052,54.35,95.13,36352170160.71,15290249930,D16,740068750990.19,2023-09-19,,,,2024-04-18,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,,18.55,1.24,8.27,3933697737497,331135280427801.5,19608691.0,CRO.SME,20624003.0,NHANVIEN,9218084.0,245166460978.0,,2.0,28824778,377,6787653,2624553,29289,82.0,22074,588644414909,LOS,,,461003334153.96,882257654614
2025-03-25,000099862813415,SC,BRANCH,VN0010111,10885,88779913,2141,VND,762170883072.18,844819841461,9042309522608,45.21,47915673908597.34,69706202340135.38,51792934941908,1426560052,96.91,31.45,26712220818.71,24500850892,D16,395261203659.62,2025-03-20,,,,2023-10-09,,,3209.0,,,,M12,M18,0024M,37.65,84.71,8.71,469946033568,426452024184977.94,19608691.0,CRO.SME,15010219.0,KHACHHANG,2961230.0,154874503025.0,,2.0,19551154,720,6787653,884689,29289,495.0,17459,143803442138,,,,156305506051.15,592628495407
2025-03-25,00050780180196,SC,,VN0010601,18415,96286356,2141,VND,462604382751.07,892800825226,1721946306161,98.13,32808505172228.4,40928356230077.73,275741581154016,1426560052,96.91,38.17,5012562160.38,17029354189,M06,384905710353.65,2022-06-15,,,,,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,012M,9.52,78.59,65.5,351082456427,252084390676497.47,19608691.0,TELLER,34339873.0,NHANVIEN,9218084.0,768411208.0,,2.0,21438963,720,6787653,2624553,29289,82.0,25592,850248295969,,,,202632463697.39,123482447822
2025-03-25,000081038742522,AZ,BRANCH,VN0010069,8524,82804155,2141,VND,347298571783.41,491753088407,6550089418514,42.67,23203730334849.82,58321283548389.77,359849843653344,1032587654,96.91,31.45,34153766151.06,40224890571,M06,486437144884.08,2024-03-22,,,,,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,,45.14,78.59,8.71,2139711728763,289349883747476.25,24019274.0,TELLER,,,22986008.0,130381670179.0,,2.0,19476683,4244,6787653,884689,40884,116.0,19214,89367391974,,,,202632463697.39,826595978630
2025-03-25,00045572657601,AZ,BRANCH,VN0010069,7177,85995808,2141,VND,823588504392.7,82361185230,3687393210035,86.45,36440438548680.83,836655029047.96,321222605357795,1426560052,96.91,38.17,37596492675.91,3911984336,M06,225750818876.03,2022-10-27,,,,2023-10-28,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,,74.7,76.7,42.54,7726764163366,373852484528900.94,19608691.0,CRO.SME,2462238.0,,30916874.0,193454444766.0,,2.0,11952356,5257,6787653,2624553,40884,495.0,12684,347670122749,,,,93010590051.83,314172496787
2025-03-25,013370897971,AZ,SEANET,VN0010470,20030,89685404,2141,VND,755217495365.18,161473837130,17856366645081,91.3,50457342950464.45,12763632598669.9,389284796589795,1032587654,96.91,57.7,40630930142.1,25977326801,M02,17011424283.23,2024-04-19,,,,,,,3297.0,,,,M12,M18,013M,11.1,50.47,83.15,9628063844155,510081743865078.6,71122504.0,TELLER,31765241.0,NHANVIEN,2533279.0,154874503025.0,,2.0,17505132,2958,6787653,884689,29289,82.0,30143,584652568857,LOS,,,21377886854.64,709423651453
2025-03-25,000079879444602,SC,BRANCH,VN0010470,8524,10672378,2141,VND,135189462458.51,754749047058,11956491894072,0.74,56934561547319.09,47730916430449.92,13357085214435,1032587654,54.35,57.7,40630930142.1,54776683218,D16,275496171245.07,2023-10-03,,,,,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,0024M,74.7,76.7,8.27,4160883174928,431200157702341.4,3703572.0,RM,22673622.0,NHANVIEN,40507121.0,208048930289.0,,2.0,23025109,3332,6787653,884689,29289,299.0,17142,271997201644,LOS,,,323999116209.33,842389673039
2025-03-25,0018841900036,SC,BRANCH,VN0010601,8341,75234237,2141,VND,890867358249.75,813405756007,8641214906901,17.28,23629747279602.98,58321283548389.77,81760825823462,1426560052,54.35,39.71,6204057035.97,34194491607,D16,878418897070.81,2022-06-15,,,,,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,0024M,35.94,78.59,42.54,8646314551140,460749609252492.7,24019274.0,CRO.SME,39621271.0,NHANVIEN,45665945.0,8084321667.0,,2.0,21438963,1054,6787653,244388,29289,299.0,24942,468084665452,,2025-05-12,,257423939405.5,592628495407
2025-03-25,000052418099522,AZ,BRANCH,VN0010069,8524,80804690,2141,VND,39670127257.95,130661654393,13784736864776,13.79,47774849862670.02,5536698655572.03,345012797155047,1426560052,96.91,49.13,37596492675.91,18707835608,M06,820021426434.16,2022-08-18,2021-11-22,,,2024-03-27,,,3276.0,,,,M12,M18,012M,80.72,1.24,37.24,5215948769265,172888752005384.72,24019274.0,TELLER,20307978.0,,2533279.0,168419410554.0,,2.0,14021674,720,6787653,5722863,40884,495.0,11962,800557795994,LOS,,,662389344701.19,377211865141
2025-03-25,00079027805415,SC,BRANCH,VN0010601,10885,85995808,2141,VND,328903532847.09,161473837130,8241523793297,43.56,56664943026952.63,33197614334804.54,414496401395947,1032587654,96.91,97.54,10717460593.02,24278113498,D16,881348576273.75,2022-07-09,2023-01-04,,,,,,3209.0,,,,M12,M18,0002M,11.1,50.47,8.71,5530890293612,465367111956145.5,19608691.0,TELLER,18828109.0,NHANVIEN,47643592.0,193454444766.0,,2.0,24333636,5257,6787653,2624553,29289,299.0,16499,652447651820,SEAPORTAL,,,202632463697.39,332610597105
2025-03-25,00080899279464,AZ,BRANCH,VN0010470,9299,7717402,2141,VND,863364068446.5,136442779460,16778980222867,91.3,32808505172228.4,47210962698792.66,273067155164910,1426560052,96.91,97.54,46196501606.55,42062604507,M02,17011424283.23,2024-01-01,,,,,,,3276.0,CBD.2022.TG.PHATLOC,,,M12,M18,013M,80.72,50.47,42.54,10267680399441,281129870288387.62,75347267.0,RM,34339873.0,NHANVIEN,48312065.0,130381670179.0,,2.0,14021674,1054,6787653,884689,40884,116.0,25024,588644414909,,,,528718663174.09,773543816051
2025-03-25,046395506818,SC,BRANCH,VN0010601,20030,89685404,2141,VND,119201052445.63,98797653146,20949432049913,77.27,53818295664030.02,63364632716301.62,235432054789872,1426560052,96.91,2.9,24410566353.22,2442058458,M06,885367989772.0,2022-07-09,,,,2023-10-28,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,013M,11.1,78.59,8.71,5347988072073,168695531280971.84,3703572.0,TELLER,31343886.0,NHANVIEN,17234286.0,230304036928.0,,2.0,29031933,2958,6787653,884689,40884,617.0,22213,413672213322,,,,605334343308.93,596184705966
2025-03-25,00011894891587,SC,BRANCH,VN0010601,9299,21485250,2141,VND,467884583002.75,685423123691,9956870983150,57.7,13456357401606.93,5274596231297.48,44164590770930,1426560052,96.91,31.45,6148347455.9,53808092893,D16,878418897070.81,2022-06-15,2024-04-16,,,,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,012M,74.7,13.64,26.96,2446907986485,63102682919705.74,75347267.0,TELLER,15010219.0,NHANVIEN,35245494.0,1351659998.0,,2.0,23025109,750,6787653,884689,29289,617.0,17255,655089492680,,,,93010590051.83,620903303347
2025-03-25,16854966824,SC,BRANCH,VN0010069,8341,83226069,2141,VND,870147869185.99,132110028660,21689193400943,20.67,56664943026952.63,43381576826554.64,72980471714547,1032587654,54.35,57.7,56308608159.97,28003784926,M02,692456248407.45,2023-09-26,,,,,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,,74.7,84.71,8.27,201697457306,223897575403860.28,75347267.0,CRO.SME,42619352.0,NHANVIEN,25327783.0,208048930289.0,,2.0,20090712,5109,6787653,244388,29289,617.0,16941,850248295969,,,,276394880861.42,377211865141
2025-03-25,000035722657784,SC,BRANCH,VN0010601,9748,75997164,2141,VND,467884583002.75,468266968173,11432542031653,32.66,15768212422875.39,8237038756204.63,127912847522548,1426560052,96.91,22.48,46466697760.82,9868543711,M02,607683561174.63,2022-03-23,,,,2023-10-11,,,3276.0,,,,M12,M18,,80.72,13.64,35.68,9637663134000,241667063498781.28,3703572.0,,31343886.0,NHANVIEN,43660904.0,220999892545.0,,2.0,14021674,3644,6787653,5722863,29289,299.0,28989,121554680892,,,,309189653028.61,624988225970
2025-03-25,000095687184377,SC,BRANCH,VN0010470,18415,58330184,2141,VND,755217495365.18,525533043519,3687393210035,97.77,44041283271208.78,9435723250781.67,126148998851827,1426560052,96.91,38.17,9218203800.9,5870010080,M06,698120319137.16,2022-10-19,,,,,,,3297.0,,,,M12,M18,013M,34.86,50.47,83.15,7224851789357,500715684480532.3,3703572.0,CRO.SME,39621271.0,NHANVIEN,47643592.0,236181810881.0,,2.0,13160690,3332,6787653,5722863,29289,116.0,17745,512202098094,,,,275178797684.62,842389673039
2025-03-25,000067181996736,AZ,BRANCH,VN0010470,20030,46623134,2141,VND,803211552550.63,826271253955,16964966815250,38.2,56934561547319.09,20567489366195.28,42375262938362,1426560052,54.35,95.13,51184860182.72,30591222497,M02,275496171245.07,2024-08-05,2018-11-27,,,2024-12-22,,,3297.0,SEAB.TG.TAILOC,,,M12,M18,,18.55,78.59,42.54,351082456427,127740801114331.66,3703572.0,CRO.SME,31765241.0,NHANVIEN,9474831.0,154874503025.0,,2.0,23125340,750,6787653,2624553,29289,495.0,13330,47440543695,,,,612693830204.14,617896031393
2025-03-25,03822629256,AZ,BRANCH,VN0010601,15074,12403139,2141,VND,462604382751.07,789393241057,11079750957811,72.17,8248459781264.83,12763632598669.9,72526901043963,1032587654,54.35,95.13,57521448215.9,54647154403,M02,17011424283.23,2022-10-27,,,,,,,3297.0,CBD.2022.TG.PHATLOC,,,M12,M18,012M,45.14,78.59,37.24,3614163751153,222461367583929.0,24019274.0,CRO.SME,,,38305479.0,236181810881.0,,2.0,14947641,3778,6787653,884689,40884,495.0,15016,389458011603,,,,708923512844.09,377211865141
2025-03-25,000038381722576,SC,BRANCH,VN0010069,6424,76146776,2141,VND,388786774914.44,622145382741,5937292585403,31.95,906691429225.48,48341591860425.02,130591767866625,1032587654,96.91,69.9,30119624412.18,13460634340,M06,587084340496.95,2023-02-02,2021-05-14,,,,,,3276.0,CBD.2022.TG.PHATLOC,,,M12,M18,0002M,11.1,1.24,83.15,9014631474873,421022991940108.5,,RM,14078455.0,NHANVIEN,36316076.0,236181810881.0,,2.0,22029593,3644,6787653,5722863,29289,617.0,25094,144645939504,,,,653123890459.65,813351493383
2025-03-25,95480698741,AZ,BRANCH,VN0010601,17479,14269426,2141,VND,119201052445.63,459596473579,16929891087269,99.91,39375325579789.55,7867895727928.4,230417364843779,1426560052,54.35,38.17,28246821286.24,53494476518,M06,740068750990.19,2023-08-23,,,,,,,3209.0,CBD.2022.TG.PHATLOC,,,M12,M18,013M,74.7,84.71,37.24,2446907986485,15105489374255.21,71122504.0,TELLER,2440227.0,NHANVIEN,30088335.0,236181810881.0,,2.0,29608584,5407,6787653,244388,40884,617.0,19274,267277089740,,,,389182017951.06,592628495407
2025-03-25,000067357628755,SC,BRANCH,VN0010069,18413,55888496,2141,VND,792499436042.12,101544694181,10520865466196,29.73,7918728581828.06,23214540393043.22,108241230234883,1426560052,96.91,38.17,35606551155.03,43282795239,D16,666798475286.8,2022-11-20,,,,2023-10-09,,,3276.0,,,,M12,M18,012M,18.55,13.64,83.15,8646314551140,355823746247286.8,3703572.0,CRO.SME,31343886.0,NHANVIEN,2533279.0,768411208.0,,2.0,13160690,2958,6787653,2624553,29289,495.0,16454,444147585015,,,,562403169394.5,413572198098
2025-03-25,0051067453424,AZ,BRANCH,VN0010069,6424,88779913,2141,VND,58043321736.63,622145382741,20949432049913,3.68,45305847497740.66,66041178333677.51,121599487245061,1426560052,96.91,31.45,10256338774.48,39374546151,M02,334560625192.83,2021-08-20,,,,,,,,,,,M12,M18,0024M,3.21,13.64,72.45,3995853213220,390312230772795.56,3703572.0,CRO.SME,18828109.0,,43660904.0,109427757296.0,,2.0,19551154,4244,6787653,2624553,29289,82.0,20778,121554680892,,,,528718663174.09,833719653835
2025-03-25,000035342576183,AZ,BRANCH,VN0010069,20311,83226069,2141,VND,612436337870.02,754749047058,10604298969504,77.27,32808505172228.4,9435723250781.67,404292169004805,1426560052,54.35,2.9,31551556315.64,9239300841,M02,63402059350.79,2023-06-10,,,2024-01-04,,,,3240.0,,,,M12,M18,0002M,45.14,50.47,83.15,5971477997487,90085792511055.45,3703572.0,CRO.SME,42619352.0,NHANVIEN,15141664.0,245166460978.0,,2.0,11952356,5257,6787653,244388,40884,495.0,26971,516105276412,,,,93010590051.83,32215550498
2025-03-25,028430566713,SC,BRANCH,VN0010069,19739,34918352,2141,VND,689456643733.32,484469363540,12204463488536,89.25,55878840798803.91,8237038756204.63,331354886317319,1426560052,96.91,38.17,58455456065.68,53825308394,M02,17011424283.23,2021-06-12,2022-12-13,,,2023-10-28,,,3297.0,,,,M12,M18,,34.86,78.59,8.71,2446907986485,136805879758480.6,24019274.0,TELLER,40013622.0,NHANVIEN,35712304.0,1351659998.0,,2.0,27462103,2928,6787653,5722863,29289,495.0,21049,366056833059,,,,528466979391.6,813351493383
2025-03-25,00092661669792,AZ,BRANCH,VN0010111,17479,80766916,2141,VND,307302428425.93,788519603496,2085516237687,31.95,83993359333518.89,4841708348125.76,419579936271635,1032587654,54.35,57.7,58376317956.22,14113453803,M06,814218574404.61,2022-03-23,2023-01-04,,,,,,3240.0,,,,M12,M18,,45.14,78.59,26.96,4514297109443,493276847573015.5,19608691.0,TELLER,11915376.0,,15141664.0,208048930289.0,,2.0,10754019,5527,6787653,2624553,29289,617.0,15198,267277089740,,,,360278808695.82,620903303347
2025-03-25,00025594846906,SC,BRANCH,VN0010111,18415,75997164,2141,VND,689456643733.32,396907948728,8582920929895,,53818295664030.02,23214540393043.22,292605404645654,1426560052,54.35,2.9,31481274946.0,33180232430,M06,438380402718.77,2023-08-23,2018-01-09,,,,,,3240.0,,,,M12,M18,013M,80.72,78.59,65.5,10265617429786,215317690711348.4,3703572.0,TELLER,2440227.0,NHANVIEN,13054463.0,230304036928.0,,2.0,26667952,3644,6787653,5722863,40884,82.0,30052,440864026108,,,,562403169394.5,765594262334
2025-03-25,0059058427807,SC,BRANCH,VN0010111,20620,86038144,2141,VND,755217495365.18,806053229696,2743076404832,,39231598335711.52,23214540393043.22,28749716786967,1032587654,96.91,57.7,58273410166.02,7501768431,D16,435495232787.77,2024-01-01,2021-04-22,2019-03-31,,,,,3209.0,,,,M12,M18,012M,11.1,50.47,83.15,9014631474873,44909046608111.5,43534869.0,TELLER,29550303.0,NHANVIEN,45665945.0,245166460978.0,,2.0,19204282,3644,6787653,244388,29289,299.0,13512,714691201668,,,,461003334153.96,234550756164
2025-03-25,000066206032693,AZ,BRANCH,VN0010069,19739,76652926,2141,VND,597228605489.26,136442779460,12834520705452,89.25,43023630571849.6,,71224782035740,1032587654,54.35,22.48,22490916984.06,11687851248,M02,623553828291.11,2023-01-14,,,,,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,0002M,18.55,78.59,65.5,7701664556295,158413530899629.47,43534869.0,TELLER,40013622.0,NHANVIEN,13054463.0,130381670179.0,,2.0,9171042,3332,6787653,244388,40884,299.0,14658,413672213322,,,,653123890459.65,617896031393
2025-03-25,00088231986245,AZ,BRANCH,VN0010069,20311,4063174,2141,VND,395397699802.01,101544694181,12834520705452,60.56,83415139611306.34,51938234842446.95,372511598504221,1426560052,54.35,69.9,31481274946.0,26228549362,M02,560882294553.19,2023-02-02,2022-01-21,,,2023-10-28,,,3240.0,SEAB.TG.TAILOC,,,M12,M18,,9.52,84.71,72.45,351082456427,440514715487501.8,3703572.0,TELLER,34339873.0,NHANVIEN,35712304.0,168419410554.0,,2.0,25958577,2958,6787653,2624553,29289,82.0,23086,800557795994,,,,528466979391.6,657364899203
2025-03-25,77491887967,SC,BRANCH,VN0010069,19739,76652926,2141,VND,161070802922.73,98797653146,20949432049913,66.42,77016566101653.0,61934794678482.5,362792410377501,1032587654,96.91,69.9,48629614200.28,38404406004,M06,118330050374.76,2024-08-05,,2018-07-23,,,,,3297.0,,,,M12,M18,0024M,34.86,84.71,8.27,1228050995160,408368210286092.3,19608691.0,RM,34339873.0,NHANVIEN,38305479.0,154874503025.0,,2.0,8403663,3332,6787653,244388,29289,116.0,19915,347670122749,,,,260815792411.46,822570934587
2025-03-25,0051727655428,AZ,BRANCH,VN0010111,9299,22114074,2141,VND,307302428425.93,130661654393,8481068929302,23.27,32808505172228.4,35464102239032.55,10761220173088,1426560052,54.35,22.48,2309311596.18,59306477304,M02,710146820120.34,2022-08-18,,,,,,,3240.0,CBD.2022.TG.PHATLOC,,,M12,M18,013M,45.14,13.64,37.24,2446907986485,199717134933430.9,43534869.0,,,NHANVIEN,21555636.0,1351659998.0,,2.0,28991635,720,6787653,884689,40884,299.0,12663,442280549244,,,,418546958491.28,562624318211
2025-03-25,000023773902350,SC,BRANCH,VN0010601,19739,7717402,2141,VND,462604382751.07,580963360968,11432542031653,57.7,56934561547319.09,34865412299967.81,249404247329,1426560052,96.91,63.75,58376317956.22,938827512,M06,275496171245.07,2022-10-19,,,,,,,3209.0,SEAB.TG.TAILOC,,,M12,M18,012M,11.1,84.71,61.55,7151224277456,,19608691.0,CRO.SME,42619352.0,NHANVIEN,25327783.0,220999892545.0,,2.0,29590372,2928,6787653,5722863,29289,299.0,28025,413672213322,,,,153670996508.94,592628495407
2025-03-25,00098774218807,AZ,BRANCH,VN0010111,8524,92354404,2141,VND,792499436042.12,331482745839,5577680701067,89.25,50734901524134.75,9435723250781.67,278981246797603,1426560052,96.91,38.17,35478353625.13,58946059002,M06,739903686058.83,2024-01-01,2022-02-01,,,,,,3240.0,,,,M12,M18,0024M,74.7,84.71,26.96,1348494018582,119337602773742.27,75347267.0,CRO.SME,,NHANVIEN,9353643.0,230304036928.0,,2.0,26038665,4646,6787653,2624553,40884,299.0,26972,468084665452,,,,270947946603.08,420441220966
2025-03-25,93668253004,AZ,BRANCH,VN0010111,18415,22114074,2141,VND,762170883072.18,101544694181,2743076404832,99.91,50457342950464.45,67011497654433.55,166501189398832,1032587654,54.35,31.45,6752697924.07,48002079995,D16,885367989772.0,2021-05-06,2022-01-21,,,,,,3276.0,,,,M12,M18,,45.14,78.59,72.45,2139711728763,180642925700163.16,43534869.0,CRO.SME,16684347.0,NHANVIEN,40507121.0,109427757296.0,,2.0,29608584,3778,6787653,244388,40884,82.0,18521,144645939504,,,,418546958491.28,842389673039
2025-03-25,051968168913,SC,BRANCH,VN0010111,7177,64667717,2141,VND,870147869185.99,159808881066,2743076404832,75.58,60247909618711.88,23214540393043.22,225554178117938,1032587654,54.35,2.9,28593790390.64,55555256572,D16,881348576273.75,2021-04-19,2022-01-25,,,2023-10-09,,,3276.0,SEAB.TG.TAILOC,,,M12,M18,0024M,80.72,13.64,26.96,9083290353010,399142866506983.2,75347267.0,CRO.SME,31343886.0,NHANVIEN,22986008.0,168419410554.0,,2.0,26038665,750,6787653,5722863,29289,82.0,18988,325718870055,,,,53608967330.1,32215550498
2025-03-25,00069752212223,SC,BRANCH,VN0010470,18413,75997164,2141,VND,883369056541.74,331482745839,21917287564405,15.9,53818295664030.02,3086463132543.47,70533912150322,1032587654,96.91,97.54,10645938020.79,46146403068,D16,692456248407.45,2025-03-14,,,,,,,3276.0,,,,M12,M18,,34.86,50.47,42.54,2140592592953,397433700265071.44,19608691.0,CRO.SME,41989602.0,,43660904.0,193454444766.0,,2.0,21438963,5527,6787653,5722863,29289,617.0,12787,655089492680,,,,73994091228.78,82506037099
